"holiday","temp","rain_1h","snow_1h","clouds_all","weather_main","weather_description","date_time","traffic_volume"
"None",-3.13,0,0,90,"Snow","light snow","2017-01-26 18:00:00",4714
"None",-3.45999999999998,0,0,90,"Clouds","overcast clouds","2017-01-26 19:00:00",3447
"None",-3.70999999999998,0,0,90,"Clouds","overcast clouds","2017-01-26 20:00:00",2969
"None",-4.32999999999998,0,0,90,"Clouds","overcast clouds","2017-01-26 21:00:00",3619
"None",-4.52999999999997,0,0,90,"Clouds","overcast clouds","2017-01-26 22:00:00",3522
"None",-4.79999999999995,0,0,90,"Clouds","overcast clouds","2017-01-26 23:00:00",1281
"None",-5.06999999999999,0,0,90,"Clouds","overcast clouds","2017-01-27 00:00:00",664
"None",-5.32999999999998,0,0,90,"Clouds","overcast clouds","2017-01-27 01:00:00",409
"None",-5.53999999999996,0,0,90,"Clouds","overcast clouds","2017-01-27 02:00:00",312
"None",-5.53999999999996,0,0,90,"Clouds","overcast clouds","2017-01-27 03:00:00",390
"None",-5.53999999999996,0,0,90,"Clouds","overcast clouds","2017-01-27 04:00:00",827
"None",-5.79999999999995,0,0,90,"Clouds","overcast clouds","2017-01-27 05:00:00",2602
"None",-5.92999999999995,0,0,40,"Clouds","scattered clouds","2017-01-27 06:00:00",5160
"None",-6.92999999999995,0,0,75,"Clouds","broken clouds","2017-01-27 07:00:00",6266
"None",-7.42999999999995,0,0,90,"Clouds","overcast clouds","2017-01-27 08:00:00",5802
"None",-7.5,0,0,75,"Clouds","broken clouds","2017-01-27 09:00:00",4946
"None",-7.42999999999995,0,0,75,"Clouds","broken clouds","2017-01-27 10:00:00",4667
"None",-5.76999999999998,0,0,1,"Clear","sky is clear","2017-01-27 11:00:00",5109
"None",-4.73999999999995,0,0,40,"Clouds","scattered clouds","2017-01-27 12:00:00",5325
"None",-3.31,0,0,40,"Clouds","scattered clouds","2017-01-27 13:00:00",5144
"None",-2.27999999999997,0,0,75,"Clouds","broken clouds","2017-01-27 14:00:00",5366
"None",-1.42999999999995,0,0,1,"Clear","sky is clear","2017-01-27 15:00:00",5909
"None",-0.509999999999991,0,0,1,"Clear","sky is clear","2017-01-27 16:00:00",6261
"None",-0.5,0,0,1,"Clear","sky is clear","2017-01-27 17:00:00",6054
"None",-1.20999999999998,0,0,1,"Clear","sky is clear","2017-01-27 18:00:00",4713
"None",-2.07999999999998,0,0,5,"Clear","sky is clear","2017-01-27 19:00:00",3729
"None",-2.46999999999997,0,0,1,"Clear","sky is clear","2017-01-27 20:00:00",3169
"None",-2.70999999999998,0,0,5,"Clear","sky is clear","2017-01-27 21:00:00",3952
"None",-3.06999999999999,0,0,1,"Clear","sky is clear","2017-01-27 22:00:00",2914
"None",-3.27999999999997,0,0,1,"Clear","sky is clear","2017-01-27 23:00:00",1835
"None",-3.63999999999999,0,0,1,"Clear","sky is clear","2017-01-28 00:00:00",1094
"None",-3.71999999999997,0,0,1,"Clear","sky is clear","2017-01-28 01:00:00",676
"None",-3.92999999999995,0,0,1,"Clear","sky is clear","2017-01-28 02:00:00",583
"None",-4.22999999999996,0,0,1,"Clear","sky is clear","2017-01-28 03:00:00",394
"None",-4.06999999999999,0,0,1,"Clear","sky is clear","2017-01-28 04:00:00",438
"None",-3.78999999999996,0,0,75,"Clouds","broken clouds","2017-01-28 05:00:00",717
"None",-3.87,0,0,90,"Clouds","overcast clouds","2017-01-28 06:00:00",1242
"None",-3.42999999999995,0,0,90,"Clouds","overcast clouds","2017-01-28 07:00:00",2124
"None",-3.33999999999997,0,0,90,"Haze","haze","2017-01-28 08:00:00",2984
"None",-3.33999999999997,0,0,90,"Clouds","overcast clouds","2017-01-28 09:00:00",3770
"None",-3,0,0,90,"Clouds","overcast clouds","2017-01-28 10:00:00",4353
"None",-2.64999999999998,0,0,90,"Clouds","overcast clouds","2017-01-28 11:00:00",4954
"None",-2.56999999999999,0,0,90,"Clouds","overcast clouds","2017-01-28 12:00:00",5247
"None",-2.66999999999996,0,0,90,"Clouds","overcast clouds","2017-01-28 13:00:00",4933
"None",-2.39999999999998,0,0,90,"Clouds","overcast clouds","2017-01-28 14:00:00",4991
"None",-2.39999999999998,0,0,90,"Clouds","overcast clouds","2017-01-28 15:00:00",4764
"None",-2.5,0,0,90,"Clouds","overcast clouds","2017-01-28 16:00:00",4580
"None",-3,0,0,90,"Clouds","overcast clouds","2017-01-28 17:00:00",4735
"None",-3.26999999999998,0,0,90,"Clouds","overcast clouds","2017-01-28 18:00:00",4677
"None",-3.39999999999998,0,0,90,"Clouds","overcast clouds","2017-01-28 19:00:00",3769
"None",-3.5,0,0,90,"Clouds","overcast clouds","2017-01-28 20:00:00",3036
"None",-3.79999999999995,0,0,90,"Clouds","overcast clouds","2017-01-28 21:00:00",3165
"None",-3.85999999999996,0,0,90,"Clouds","overcast clouds","2017-01-28 22:00:00",3539
"None",-4,0,0,90,"Clouds","overcast clouds","2017-01-28 23:00:00",1880
"None",-4.06999999999999,0,0,90,"Clouds","overcast clouds","2017-01-29 00:00:00",1229
"None",-4.14999999999998,0,0,90,"Clouds","overcast clouds","2017-01-29 01:00:00",795
"None",-4.46999999999997,0,0,90,"Clouds","overcast clouds","2017-01-29 02:00:00",561
"None",-4.33999999999997,0,0,90,"Clouds","overcast clouds","2017-01-29 03:00:00",302
"None",-4.33999999999997,0,0,90,"Clouds","overcast clouds","2017-01-29 04:00:00",294
"None",-4,0,0,90,"Clouds","overcast clouds","2017-01-29 05:00:00",442
"None",-3.92999999999995,0,0,90,"Clouds","overcast clouds","2017-01-29 06:00:00",756
"None",-3.77999999999997,0,0,90,"Clouds","overcast clouds","2017-01-29 07:00:00",1227
"None",-3.85999999999996,0,0,90,"Snow","light snow","2017-01-29 08:00:00",1919
"None",-3.84999999999997,0,0,90,"Snow","light snow","2017-01-29 09:00:00",2631
"None",-4.59999999999997,0,0,90,"Clouds","overcast clouds","2017-01-29 10:00:00",3465
"None",-4.46999999999997,0,0,40,"Clouds","scattered clouds","2017-01-29 11:00:00",3919
"None",-3.78999999999996,0,0,1,"Clear","sky is clear","2017-01-29 12:00:00",4323
"None",-3.06999999999999,0,0,1,"Clear","sky is clear","2017-01-29 13:00:00",4679
"None",-2.71999999999997,0,0,40,"Clouds","scattered clouds","2017-01-29 14:00:00",4740
"None",-2.20999999999998,0,0,1,"Clear","sky is clear","2017-01-29 15:00:00",4535
"None",-2.14999999999998,0,0,40,"Clouds","scattered clouds","2017-01-29 16:00:00",4767
"None",-2.92999999999995,0,0,40,"Clouds","scattered clouds","2017-01-29 17:00:00",4284
"None",-4.20999999999998,0,0,40,"Clouds","scattered clouds","2017-01-29 18:00:00",3719
"None",-5.72999999999996,0,0,20,"Clouds","few clouds","2017-01-29 19:00:00",2906
"None",-7.19999999999999,0,0,5,"Clear","sky is clear","2017-01-29 20:00:00",2442
"None",-8.84999999999997,0,0,5,"Clear","sky is clear","2017-01-29 21:00:00",1939
"None",-9.65999999999997,0,0,1,"Clear","sky is clear","2017-01-29 22:00:00",1413
"None",-10.57,0,0,1,"Clear","sky is clear","2017-01-29 23:00:00",904
"None",-10.94,0,0,1,"Clear","sky is clear","2017-01-30 00:00:00",512
"None",-10.74,0,0,1,"Clear","sky is clear","2017-01-30 01:00:00",289
"None",-10.61,0,0,1,"Clear","sky is clear","2017-01-30 02:00:00",227
"None",-10.41,0,0,1,"Clear","sky is clear","2017-01-30 03:00:00",312
"None",-9.21999999999997,0,0,1,"Clear","sky is clear","2017-01-30 04:00:00",818
"None",-7.94,0,0,75,"Clouds","broken clouds","2017-01-30 05:00:00",2685
"None",-7.14999999999998,0,0,90,"Clouds","overcast clouds","2017-01-30 06:00:00",5601
"None",-6.20999999999998,0,0,90,"Snow","light snow","2017-01-30 07:00:00",5606
"None",-5.66999999999996,0,0,90,"Snow","light snow","2017-01-30 08:00:00",3998
"None",-5.66999999999996,0,0,90,"Mist","mist","2017-01-30 08:00:00",3998
"None",-4.88999999999999,0,0,90,"Snow","light snow","2017-01-30 09:00:00",4470
"None",-4.88999999999999,0,0,90,"Mist","mist","2017-01-30 09:00:00",4470
"None",-3.88,0,0,90,"Mist","mist","2017-01-30 10:00:00",3901
"None",-3.88,0,0,90,"Snow","light snow","2017-01-30 10:00:00",3901
"None",-2.44,0,0,90,"Mist","mist","2017-01-30 11:00:00",3983
"None",-1.25999999999999,0,0,90,"Haze","haze","2017-01-30 12:00:00",4329
"None",-1.25999999999999,0,0,90,"Mist","mist","2017-01-30 12:00:00",4329
"None",0.129999999999995,0,0,90,"Mist","mist","2017-01-30 13:00:00",4314
"None",0.129999999999995,0,0,90,"Haze","haze","2017-01-30 13:00:00",4314
"None",1.69,0,0,1,"Mist","mist","2017-01-30 14:00:00",4856
"None",2.67000000000002,0,0,90,"Mist","mist","2017-01-30 15:00:00",5400
"None",3.53000000000003,0,0,75,"Mist","mist","2017-01-30 16:00:00",6234
"None",2.93000000000001,0,0,90,"Mist","mist","2017-01-30 17:00:00",5935
"None",1.69,0,0,90,"Mist","mist","2017-01-30 18:00:00",4362
"None",1.01000000000005,0,0,90,"Rain","moderate rain","2017-01-30 19:00:00",2772
"None",1.01000000000005,0,0,90,"Snow","light snow","2017-01-30 19:00:00",2772
"None",0.120000000000005,0,0,40,"Snow","snow","2017-01-30 20:00:00",2314
"None",0.120000000000005,0,0,40,"Mist","mist","2017-01-30 20:00:00",2314
"None",0.120000000000005,0,0,40,"Rain","light rain","2017-01-30 20:00:00",2314
"None",-0.339999999999975,0,0,90,"Snow","snow","2017-01-30 21:00:00",2066
"None",-0.339999999999975,0,0,90,"Mist","mist","2017-01-30 21:00:00",2066
"None",-0.339999999999975,0,0,90,"Rain","light rain","2017-01-30 21:00:00",2066
"None",-0.339999999999975,0,0,90,"Drizzle","drizzle","2017-01-30 21:00:00",2066
"None",-0.189999999999998,0,0,90,"Snow","snow","2017-01-30 22:00:00",1371
"None",-0.189999999999998,0,0,90,"Mist","mist","2017-01-30 22:00:00",1371
"None",-0.189999999999998,0,0,90,"Drizzle","drizzle","2017-01-30 22:00:00",1371
"None",-0.189999999999998,0,0,90,"Rain","light rain","2017-01-30 22:00:00",1371
"None",0.0600000000000023,0,0,90,"Snow","light rain and snow","2017-01-30 23:00:00",927
"None",0.0600000000000023,0,0,90,"Mist","mist","2017-01-30 23:00:00",927
"None",0.0600000000000023,0,0,90,"Rain","light rain","2017-01-30 23:00:00",927
"None",0.0600000000000023,0,0,90,"Drizzle","drizzle","2017-01-30 23:00:00",927
"None",0.670000000000016,0,0,75,"Snow","light rain and snow","2017-01-31 00:00:00",521
"None",0.670000000000016,0,0,75,"Mist","mist","2017-01-31 00:00:00",521
"None",0.670000000000016,0,0,75,"Rain","light rain","2017-01-31 00:00:00",521
"None",0.670000000000016,0,0,75,"Drizzle","drizzle","2017-01-31 00:00:00",521
"None",0.800000000000011,0,0,90,"Drizzle","drizzle","2017-01-31 01:00:00",319
"None",0.800000000000011,0,0,90,"Rain","moderate rain","2017-01-31 01:00:00",319
"None",0.800000000000011,0,0,90,"Mist","mist","2017-01-31 01:00:00",319
"None",0.800000000000011,0,0,90,"Snow","light snow","2017-01-31 01:00:00",319
"None",1.57000000000005,0,0,90,"Rain","moderate rain","2017-01-31 02:00:00",234
"None",1.57000000000005,0,0,90,"Drizzle","drizzle","2017-01-31 02:00:00",234
"None",1.57000000000005,0,0,90,"Snow","light snow","2017-01-31 02:00:00",234
"None",1.40000000000003,0,0,40,"Rain","light rain","2017-01-31 03:00:00",322
"None",1.40000000000003,0,0,40,"Drizzle","drizzle","2017-01-31 03:00:00",322
"None",1.40000000000003,0,0,40,"Snow","light snow","2017-01-31 03:00:00",322
"None",0.810000000000002,0,0,90,"Snow","light snow","2017-01-31 04:00:00",804
"None",0.810000000000002,0,0,90,"Mist","mist","2017-01-31 04:00:00",804
"None",0.710000000000036,0,0,90,"Snow","light snow","2017-01-31 05:00:00",2786
"None",0.710000000000036,0,0,90,"Mist","mist","2017-01-31 05:00:00",2786
"None",0.710000000000036,0,0,90,"Drizzle","drizzle","2017-01-31 05:00:00",2786
"None",1.13,0,0,90,"Snow","light snow","2017-01-31 06:00:00",5608
"None",0.939999999999998,0,0,20,"Clouds","few clouds","2017-01-31 07:00:00",6160
"None",0.930000000000007,0,0,75,"Clouds","broken clouds","2017-01-31 08:00:00",5655
"None",1.07000000000005,0,0,75,"Clouds","broken clouds","2017-01-31 09:00:00",5139
"None",1.57000000000005,0,0,90,"Snow","light snow","2017-01-31 10:00:00",4275
"None",2.37,0,0,90,"Snow","light snow","2017-01-31 11:00:00",4553
"None",2.80000000000001,0,0,90,"Clouds","overcast clouds","2017-01-31 12:00:00",4668
"None",2.73000000000002,0,0,90,"Clouds","overcast clouds","2017-01-31 13:00:00",4765
"None",3,0,0,75,"Snow","light snow","2017-01-31 14:00:00",5123
"None",2.80000000000001,0,0,90,"Snow","light snow","2017-01-31 15:00:00",5911
"None",1.94,0,0,40,"Snow","light snow","2017-01-31 16:00:00",6699
"None",1.87,0,0,75,"Rain","proximity shower rain","2017-01-31 17:00:00",5783
"None",1.87,0,0,75,"Snow","snow","2017-01-31 17:00:00",5783
"None",1.5,0,0,90,"Rain","proximity shower rain","2017-01-31 18:00:00",4585
"None",1.5,0,0,90,"Snow","snow","2017-01-31 18:00:00",4585
"None",1.20000000000005,0,0,90,"Clouds","overcast clouds","2017-01-31 19:00:00",3119
"None",0.730000000000018,0,0,75,"Clouds","broken clouds","2017-01-31 20:00:00",2746
"None",0.129999999999995,0,0,90,"Snow","light snow","2017-01-31 21:00:00",2401
"None",-0.199999999999989,0,0,1,"Clear","sky is clear","2017-01-31 22:00:00",1533
"None",-1.19999999999999,0,0,1,"Clear","sky is clear","2017-01-31 23:00:00",1048
"None",-1.32999999999998,0,0,40,"Clouds","scattered clouds","2017-02-01 00:00:00",593
"None",-1.13999999999999,0,0,90,"Clouds","overcast clouds","2017-02-01 01:00:00",375
"None",-1.44,0,0,75,"Snow","light snow","2017-02-01 02:00:00",270
"None",-2.06,0,0,75,"Snow","light snow","2017-02-01 03:00:00",321
"None",-3.17999999999995,0,0,1,"Snow","light snow","2017-02-01 04:00:00",876
"None",-5.44999999999999,0,0,1,"Snow","light snow","2017-02-01 05:00:00",2768
"None",-7.85999999999996,0,0,40,"Clouds","scattered clouds","2017-02-01 06:00:00",5805
"None",-9.42999999999995,0,0,75,"Snow","light snow","2017-02-01 07:00:00",6589
"None",-11.16,0,0,1,"Snow","light snow","2017-02-01 08:00:00",5890
"None",-11.67,0,0,20,"Clouds","few clouds","2017-02-01 09:00:00",5085
"None",-11.57,0,0,1,"Clear","sky is clear","2017-02-01 10:00:00",4423
"None",-11.14,0,0,1,"Clear","sky is clear","2017-02-01 11:00:00",4628
"None",-10.07,0,0,1,"Clear","sky is clear","2017-02-01 12:00:00",4759
"None",-9.50999999999999,0,0,1,"Clear","sky is clear","2017-02-01 13:00:00",4914
"None",-8.94,0,0,1,"Clear","sky is clear","2017-02-01 14:00:00",5393
"None",-9,0,0,1,"Clear","sky is clear","2017-02-01 15:00:00",5553
"None",-8.62,0,0,5,"Clear","sky is clear","2017-02-01 16:00:00",6482
"None",-9,0,0,5,"Clear","sky is clear","2017-02-01 17:00:00",5929
"None",-9.79999999999995,0,0,5,"Clear","sky is clear","2017-02-01 18:00:00",4511
"None",-10.37,0,0,5,"Clear","sky is clear","2017-02-01 19:00:00",3306
"None",-10.57,0,0,5,"Clear","sky is clear","2017-02-01 20:00:00",2841
"None",-10.82,0,0,5,"Clear","sky is clear","2017-02-01 21:00:00",2571
"None",-11.06,0,0,1,"Clear","sky is clear","2017-02-01 22:00:00",1753
"None",-11.33,0,0,1,"Clear","sky is clear","2017-02-01 23:00:00",1112
"None",-11.33,0,0,1,"Clear","sky is clear","2017-02-02 00:00:00",531
"None",-11.81,0,0,1,"Clear","sky is clear","2017-02-02 01:00:00",356
"None",-12.4299999999999,0,0,75,"Clouds","broken clouds","2017-02-02 02:00:00",259
"None",-12.8,0,0,1,"Clear","sky is clear","2017-02-02 03:00:00",332
"None",-13.47,0,0,1,"Clear","sky is clear","2017-02-02 04:00:00",853
"None",-14.1799999999999,0,0,1,"Clear","sky is clear","2017-02-02 05:00:00",2763
"None",-13.71,0,0,1,"Clear","sky is clear","2017-02-02 06:00:00",5826
"None",-13.9299999999999,0,0,1,"Clear","sky is clear","2017-02-02 07:00:00",6276
"None",-13.9299999999999,0,0,5,"Clear","sky is clear","2017-02-02 08:00:00",6013
"None",-13.34,0,0,1,"Clear","sky is clear","2017-02-02 09:00:00",5089
"None",-12.08,0,0,20,"Clouds","few clouds","2017-02-02 10:00:00",4452
"None",-11.06,0,0,20,"Clouds","few clouds","2017-02-02 11:00:00",4770
"None",-10.25,0,0,40,"Clouds","scattered clouds","2017-02-02 12:00:00",4930
"None",-9.5,0,0,40,"Clouds","scattered clouds","2017-02-02 13:00:00",4801
"None",-8.85999999999996,0,0,40,"Clouds","scattered clouds","2017-02-02 14:00:00",5143
"None",-8.42999999999995,0,0,1,"Clear","sky is clear","2017-02-02 15:00:00",5695
"None",-8.5,0,0,1,"Clear","sky is clear","2017-02-02 16:00:00",6351
"None",-8.72999999999996,0,0,1,"Clear","sky is clear","2017-02-02 17:00:00",6117
"None",-10.12,0,0,5,"Clear","sky is clear","2017-02-02 18:00:00",4555
"None",-11,0,0,1,"Clear","sky is clear","2017-02-02 19:00:00",3364
"None",-11.2,0,0,1,"Clear","sky is clear","2017-02-02 20:00:00",2972
"None",-11.73,0,0,1,"Clear","sky is clear","2017-02-02 21:00:00",2648
"None",-12,0,0,1,"Clear","sky is clear","2017-02-02 22:00:00",1815
"None",-12.56,0,0,1,"Clear","sky is clear","2017-02-02 23:00:00",1153
"None",-12.8,0,0,1,"Clear","sky is clear","2017-02-03 00:00:00",802
"None",-13.2,0,0,1,"Clear","sky is clear","2017-02-03 01:00:00",549
"None",-13.9299999999999,0,0,1,"Clear","sky is clear","2017-02-03 02:00:00",394
"None",-13.8,0,0,1,"Clear","sky is clear","2017-02-03 03:00:00",367
"None",-13.92,0,0,1,"Clear","sky is clear","2017-02-03 04:00:00",932
"None",-14.28,0,0,1,"Clear","sky is clear","2017-02-03 05:00:00",2608
"None",-14.5,0,0,1,"Clear","sky is clear","2017-02-03 06:00:00",5515
"None",-14.9299999999999,0,0,5,"Clear","sky is clear","2017-02-03 07:00:00",6421
"None",-14.71,0,0,1,"Clear","sky is clear","2017-02-03 08:00:00",5861
"None",-14,0,0,1,"Clear","sky is clear","2017-02-03 09:00:00",4996
"None",-12.56,0,0,1,"Clear","sky is clear","2017-02-03 10:00:00",4548
"None",-10.72,0,0,1,"Clear","sky is clear","2017-02-03 11:00:00",5042
"None",-8.79999999999995,0,0,1,"Clear","sky is clear","2017-02-03 12:00:00",5157
"None",-7.63,0,0,1,"Clear","sky is clear","2017-02-03 13:00:00",5128
"None",-6.38,0,0,5,"Clear","sky is clear","2017-02-03 14:00:00",5397
"None",-5.69,0,0,5,"Clear","sky is clear","2017-02-03 15:00:00",5816
"None",-5.25,0,0,5,"Clear","sky is clear","2017-02-03 16:00:00",6421
"None",-5.19,0,0,5,"Clear","sky is clear","2017-02-03 17:00:00",6045
"None",-6.19,0,0,1,"Clear","sky is clear","2017-02-03 18:00:00",5017
"None",-7.52999999999997,0,0,1,"Clear","sky is clear","2017-02-03 19:00:00",3760
"None",-8.06999999999999,0,0,5,"Clear","sky is clear","2017-02-03 20:00:00",3316
"None",-9.25999999999999,0,0,1,"Clear","sky is clear","2017-02-03 21:00:00",3462
"None",-10,0,0,1,"Clear","sky is clear","2017-02-03 22:00:00",3106
"None",-10.33,0,0,1,"Clear","sky is clear","2017-02-03 23:00:00",1836
"None",-10.8,0,0,1,"Clear","sky is clear","2017-02-04 00:00:00",1854
"None",-10.66,0,0,1,"Clear","sky is clear","2017-02-04 01:00:00",1263
"None",-10.53,0,0,1,"Clear","sky is clear","2017-02-04 02:00:00",911
"None",-10.73,0,0,1,"Clear","sky is clear","2017-02-04 03:00:00",526
"None",-10.88,0,0,1,"Clear","sky is clear","2017-02-04 04:00:00",482
"None",-8.79999999999995,0,0,90,"Clouds","overcast clouds","2017-02-04 05:00:00",526
"None",-7.73999999999995,0,0,40,"Clouds","scattered clouds","2017-02-04 06:00:00",1054
"None",-6.66999999999996,0,0,90,"Clouds","overcast clouds","2017-02-04 07:00:00",1222
"None",-6.31,0,0,75,"Clouds","broken clouds","2017-02-04 08:00:00",2121
"None",-5.31,0,0,1,"Clear","sky is clear","2017-02-04 09:00:00",3193
"None",-3.53999999999996,0,0,90,"Clouds","overcast clouds","2017-02-04 10:00:00",3850
"None",-2.19999999999999,0,0,90,"Clouds","overcast clouds","2017-02-04 11:00:00",4480
"None",-1.44,0,0,90,"Clouds","overcast clouds","2017-02-04 12:00:00",4954
"None",-0.569999999999993,0,0,1,"Clear","sky is clear","2017-02-04 13:00:00",5008
"None",0.25,0,0,40,"Clouds","scattered clouds","2017-02-04 14:00:00",4832
"None",0.57000000000005,0,0,75,"Clouds","broken clouds","2017-02-04 15:00:00",4548
"None",0.939999999999998,0,0,40,"Clouds","scattered clouds","2017-02-04 16:00:00",4671
"None",0.740000000000009,0,0,40,"Clouds","scattered clouds","2017-02-04 17:00:00",4629
"None",0.5,0,0,90,"Clouds","overcast clouds","2017-02-04 18:00:00",4468
"None",-0.659999999999968,0,0,40,"Clouds","scattered clouds","2017-02-04 19:00:00",4011
"None",-1.13999999999999,0,0,75,"Clouds","broken clouds","2017-02-04 20:00:00",3562
"None",-1.25,0,0,90,"Snow","light snow","2017-02-04 21:00:00",4103
"None",-1,0,0,90,"Snow","light snow","2017-02-04 22:00:00",3939
"None",-0.599999999999966,0,0,90,"Clouds","overcast clouds","2017-02-04 23:00:00",2519
"None",-0.529999999999973,0,0,90,"Clouds","overcast clouds","2017-02-05 00:00:00",1854
"None",-0.870000000000005,0,0,90,"Clouds","overcast clouds","2017-02-05 01:00:00",1263
"None",-1.13,0,0,90,"Clouds","overcast clouds","2017-02-05 02:00:00",911
"None",-2.06,0,0,90,"Clouds","overcast clouds","2017-02-05 03:00:00",526
"None",-3.25999999999999,0,0,90,"Clouds","overcast clouds","2017-02-05 04:00:00",482
"None",-5.19999999999999,0,0,40,"Clouds","scattered clouds","2017-02-05 05:00:00",528
"None",-6.70999999999998,0,0,1,"Clear","sky is clear","2017-02-05 06:00:00",985
"None",-7.45999999999998,0,0,75,"Clouds","broken clouds","2017-02-05 07:00:00",1130
"None",-8,0,0,5,"Clear","sky is clear","2017-02-05 08:00:00",1907
"None",-8.06,0,0,75,"Snow","light snow","2017-02-05 09:00:00",2834
"None",-7.60999999999996,0,0,1,"Clear","sky is clear","2017-02-05 10:00:00",3593
"None",-6.73999999999995,0,0,20,"Clouds","few clouds","2017-02-05 11:00:00",3767
"None",-6.26999999999998,0,0,20,"Clouds","few clouds","2017-02-05 12:00:00",4039
"None",-5.75999999999999,0,0,40,"Clouds","scattered clouds","2017-02-05 13:00:00",4341
"None",-5.31,0,0,20,"Clouds","few clouds","2017-02-05 14:00:00",4281
"None",-4.71999999999997,0,0,20,"Clouds","few clouds","2017-02-05 15:00:00",4323
"None",-4.65999999999997,0,0,1,"Clear","sky is clear","2017-02-05 16:00:00",4493
"None",-4.72999999999996,0,0,1,"Clear","sky is clear","2017-02-05 17:00:00",3671
"None",-5.42999999999995,0,0,1,"Clear","sky is clear","2017-02-05 18:00:00",2711
"None",-6.66999999999996,0,0,75,"Clouds","broken clouds","2017-02-05 19:00:00",2121
"None",-7.46999999999997,0,0,90,"Clouds","overcast clouds","2017-02-05 20:00:00",2076
"None",-7.87,0,0,90,"Clouds","overcast clouds","2017-02-05 21:00:00",2751
"None",-8.13,0,0,1,"Clear","sky is clear","2017-02-05 22:00:00",2485
"None",-8.48999999999995,0,0,1,"Clear","sky is clear","2017-02-05 23:00:00",1058
"None",-8.87,0,0,1,"Clear","sky is clear","2017-02-06 00:00:00",517
"None",-9.06,0,0,1,"Clear","sky is clear","2017-02-06 01:00:00",329
"None",-9.06,0,0,1,"Clear","sky is clear","2017-02-06 02:00:00",256
"None",-8.85999999999996,0,0,1,"Clear","sky is clear","2017-02-06 03:00:00",310
"None",-8.45999999999998,0,0,1,"Clear","sky is clear","2017-02-06 04:00:00",811
"None",-8.5,0,0,1,"Clear","sky is clear","2017-02-06 05:00:00",2600
"None",-8.67999999999995,0,0,1,"Clear","sky is clear","2017-02-06 06:00:00",5626
"None",-8.73999999999995,0,0,1,"Clear","sky is clear","2017-02-06 07:00:00",6550
"None",-8.62,0,0,1,"Clear","sky is clear","2017-02-06 08:00:00",5779
"None",-8.06,0,0,1,"Clear","sky is clear","2017-02-06 09:00:00",4885
"None",-6.72999999999996,0,0,1,"Clear","sky is clear","2017-02-06 10:00:00",4218
"None",-4.32999999999998,0,0,75,"Clouds","broken clouds","2017-02-06 11:00:00",4256
"None",-2.52999999999997,0,0,1,"Clear","sky is clear","2017-02-06 12:00:00",4629
"None",-1.52999999999997,0,0,1,"Clear","sky is clear","2017-02-06 13:00:00",4485
"None",-0.669999999999959,0,0,75,"Clouds","broken clouds","2017-02-06 14:00:00",4910
"None",-0.259999999999991,0,0,1,"Clear","sky is clear","2017-02-06 15:00:00",5639
"None",-0.129999999999995,0,0,90,"Clouds","overcast clouds","2017-02-06 16:00:00",6551
"None",-0.46999999999997,0,0,90,"Clouds","overcast clouds","2017-02-06 17:00:00",6000
"None",-0.799999999999955,0,0,90,"Clouds","overcast clouds","2017-02-06 18:00:00",4526
"None",-0.92999999999995,0,0,90,"Clouds","overcast clouds","2017-02-06 19:00:00",2848
"None",-1.06,0,0,90,"Clouds","overcast clouds","2017-02-06 20:00:00",2383
"None",-0.799999999999955,0,0,90,"Clouds","overcast clouds","2017-02-06 21:00:00",2101
"None",-1,0,0,90,"Clouds","overcast clouds","2017-02-06 22:00:00",1451
"None",-1.04999999999995,0,0,75,"Clouds","broken clouds","2017-02-06 23:00:00",926
"None",-1.29999999999995,0,0,90,"Clouds","overcast clouds","2017-02-07 00:00:00",502
"None",-1.56,0,0,75,"Mist","mist","2017-02-07 01:00:00",326
"None",-1.56,0,0,40,"Mist","mist","2017-02-07 02:00:00",257
"None",-1.56,0,0,40,"Haze","haze","2017-02-07 02:00:00",257
"None",-1.78999999999996,0,0,1,"Mist","mist","2017-02-07 03:00:00",319
"None",-1.78999999999996,0,0,1,"Snow","light snow","2017-02-07 03:00:00",319
"None",-1.87,0,0,90,"Mist","mist","2017-02-07 04:00:00",891
"None",-2.25,0,0,90,"Haze","haze","2017-02-07 05:00:00",2834
"None",-2.25,0,0,90,"Mist","mist","2017-02-07 05:00:00",2834
"None",-2.79999999999995,0,0,90,"Mist","mist","2017-02-07 06:00:00",5611
"None",-2.79999999999995,0,0,90,"Haze","haze","2017-02-07 06:00:00",5611
"None",-3.25999999999999,0,0,90,"Mist","mist","2017-02-07 07:00:00",5929
"None",-3.25999999999999,0,0,90,"Haze","haze","2017-02-07 07:00:00",5929
"None",-3.31,0,0,90,"Mist","mist","2017-02-07 08:00:00",5059
"None",-3.31,0,0,90,"Haze","haze","2017-02-07 08:00:00",5059
"None",-3.31,0,0,90,"Snow","light snow","2017-02-07 08:00:00",5059
"None",-3.67999999999995,0,0,90,"Mist","mist","2017-02-07 09:00:00",4140
"None",-3.67999999999995,0,0,90,"Haze","haze","2017-02-07 09:00:00",4140
"None",-3.67999999999995,0,0,90,"Snow","light snow","2017-02-07 09:00:00",4140
"None",-3.79999999999995,0,0,90,"Mist","mist","2017-02-07 10:00:00",3927
"None",-3.79999999999995,0,0,90,"Haze","haze","2017-02-07 10:00:00",3927
"None",-3.87,0,0,90,"Mist","mist","2017-02-07 11:00:00",4108
